name,serving_size,total_fat,saturated_fat,cholesterol,sodium,choline,folate,folic_acid,niacin,pantothenic_acid,riboflavin,thiamin,vitamin_a,vitamin_a_rae,carotene_alpha,carotene_beta,cryptoxanthin_beta,lutein_zeaxanthin,vitamin_b12,vitamin_b6,vitamin_c,vitamin_d,vitamin_e,tocopherol_alpha,vitamin_k,calcium,copper,irom,magnesium,manganese,phosphorous,potassium,selenium,zink,protein,alanine,arginine,aspartic_acid,cystine,glutamic_acid,glycine,histidine,hydroxyproline,isoleucine,leucine,lysine,methionine,phenylalanine,proline,serine,threonine,tryptophan,tyrosine,valine,carbohydrate,fiber,sugars,fructose,galactose,glucose,lactose,maltose,sucrose,fat,saturated_fatty_acids,monounsaturated_fatty_acids,polyunsaturated_fatty_acids,fatty_acids_total_trans,alcohol,ash,caffeine,theobromine,water
"Beans, canned, mature seeds, great northern",100,0.4,0.1,0,370.0,29.5,81.0,0.0,0.461,0.278,0.06,0.143,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.106,1.3,0.0,0.79,0.79,3.0,53.0,0.16,1.57,51.0,0.408,136.0,351.0,4.1,0.65,7.37,0.335,0.404,0.923,0.069,1.184,0.298,0.202,0.0,0.349,0.626,0.516,0.096,0.435,0.421,0.462,0.271,0.088,0.174,0.425,21.02,4.9,1.41,0.0,0.0,0.0,0.0,0.0,0.0,0.39,0.12,0.018,0.161,0.0,0.0,1.33,0.0,0.0,69.89
"Vitasoy USA, Organic Nasoya Extra Firm Tofu",100,5.2,0.7,0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,0.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,10.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,1.3,0.4,0.0,0.0,0.0,0.0,0.0,0.0,5.2,0.7,1.4,3.1,0.0,0.0,1.2,0.0,0.0,80.9
"Yokan, prepared from adzuki beans and sugar",100,0.1,,0,83.0,0.0,8.0,0.0,0.057,0.099,0.004,0.005,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008,0.0,0.0,0.0,0.0,0.0,27.0,0.029,1.16,18.0,0.14,40.0,45.0,2.3,0.07,3.29,0.192,0.213,0.39,0.031,0.513,0.125,0.087,0.0,0.131,0.276,0.248,0.035,0.174,0.145,0.161,0.112,0.032,0.098,0.169,60.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.043,0.011,0.026,0.0,0.0,0.42,0.0,0.0,35.45
"Cheese, part-skim, low moisture, mozzarella",100,20.0,11.0,64,666.0,14.2,27.0,0.0,0.111,0.429,0.353,0.024,829.0,223.0,0.0,51.0,0.0,0.0,1.68,0.1,0.0,15.0,0.5,0.5,1.3,697.0,0.033,0.22,27.0,0.039,548.0,188.0,27.6,3.62,23.75,0.757,0.551,1.749,0.124,4.776,0.551,0.551,0.0,1.216,1.956,1.034,0.551,1.083,2.519,0.787,1.053,0.551,1.117,1.416,5.58,0.0,1.9,0.0,0.78,0.0,1.12,0.0,0.0,19.78,11.295,5.741,1.019,64.0,0.0,3.83,0.0,0.0,47.07
"Nuts, with salt added, plain, cashew butter",100,53.0,11.0,0,295.0,48.3,55.0,0.0,1.108,0.0,0.159,0.158,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.203,0.0,0.0,5.08,5.08,30.3,61.0,1.758,4.91,206.0,0.0,388.0,447.0,9.3,4.43,12.12,0.472,1.198,1.013,0.222,2.542,0.529,0.257,0.0,0.445,0.831,0.523,0.204,0.537,0.458,0.609,0.388,0.162,0.286,0.617,30.3,3.0,9.09,0.0,0.0,0.0,0.0,0.0,0.0,53.03,10.606,26.709,13.371,0.0,0.0,2.5,0.0,0.0,2.34
"LITTLE CAESARS 14"" Cheese Pizza, Thin Crust",100,17.0,7.3,39,455.0,0.0,0.0,0.0,0.85,0.425,0.185,0.139,542.0,123.0,0.0,0.0,0.0,0.0,0.71,0.0,0.0,0.0,1.21,1.21,9.6,422.0,0.082,0.64,28.0,0.211,297.0,177.0,28.1,2.12,16.23,0.514,0.699,1.303,0.436,4.781,0.396,0.257,0.0,0.798,1.655,1.328,0.461,0.963,1.688,1.122,0.556,0.136,0.818,1.051,22.85,1.6,2.76,0.89,0.25,0.89,0.07,0.66,0.0,16.99,7.327,4.42,3.161,39.0,0.0,2.73,0.0,0.0,41.21
"GLUTINO, Vanilla Creme, Gluten Free Cookies",100,19.0,8.1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.34,0.0,49.43,0.26,0.0,1.28,0.0,0.0,47.89,18.79,8.094,6.253,1.917,0.0,0.0,0.39,0.0,0.0,1.29
"GLUTINO, Milk Chocolate, Gluten Free Wafers",100,30.0,15.0,0,122.0,0.0,0.0,0.0,0.0,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.0,0.259,3.67,41.0,0.411,144.0,340.0,0.0,0.78,4.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.82,1.6,40.99,0.0,0.0,0.0,3.92,0.0,37.07,30.42,15.299,9.462,2.274,0.0,0.0,1.33,0.0,0.0,1.37
"Shortening, composite, household, vegetable",100,100.0,25.0,0,4.0,0.2,0.0,0.0,0.0,0.68,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,6.13,6.13,53.2,1.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.97,24.98,41.186,28.097,0.0,0.0,0.03,0.0,0.0,0.0
"KELLOGG'S, Buttermilk, Pancakes, EGGO Minis",100,8.2,1.3,11,521.0,0.0,55.0,0.0,3.6,0.0,0.31,0.27,909.0,273.0,0.0,0.0,0.0,0.0,1.1,0.36,0.0,0.0,0.0,0.0,0.0,36.0,0.0,4.1,1.0,0.0,182.0,58.0,0.0,0.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.6,1.0,10.3,0.0,0.0,0.0,0.0,0.0,0.0,8.2,1.3,1.9,4.4,11.0,0.0,0.0,0.0,0.0,44.2
"Peanuts, without salt, oil-roasted, spanish",100,49.0,7.6,0,6.0,0.0,126.0,0.0,14.933,1.392,0.085,0.317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.256,0.0,0.0,0.0,0.0,0.0,100.0,0.661,2.28,168.0,2.355,387.0,776.0,7.5,2.0,28.01,1.113,3.349,3.416,0.359,5.852,1.687,0.708,0.0,0.985,1.816,1.005,0.344,1.452,1.236,1.38,0.959,0.272,1.139,1.175,17.45,8.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.04,7.555,22.073,17.008,0.0,0.0,3.72,0.0,0.0,1.78
"Cardoon, with salt, drained, boiled, cooked",100,0.1,,0,412.0,0.0,22.0,0.0,0.294,0.097,0.031,0.018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.042,1.7,0.0,0.0,0.0,0.0,72.0,0.029,0.73,43.0,0.133,23.0,392.0,1.0,0.18,0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.74,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.012,0.02,0.044,0.0,0.0,0.93,0.0,0.0,93.46
"Carrots, with salt, drained, boiled, cooked",100,0.2,,0,302.0,8.8,2.0,0.0,0.645,0.232,0.044,0.066,17033.0,852.0,3776.0,8332.0,0.0,194.0,0.0,0.153,3.6,0.0,1.03,1.03,13.7,30.0,0.017,0.34,10.0,0.155,30.0,235.0,0.7,0.2,0.76,0.093,0.075,0.156,0.068,0.301,0.038,0.033,0.0,0.063,0.084,0.083,0.017,0.05,0.044,0.044,0.157,0.01,0.035,0.056,8.22,3.0,3.45,0.36,0.0,0.4,0.0,0.0,2.7,0.18,0.037,0.007,0.107,0.0,0.0,0.67,0.0,0.0,90.17
"Cereals ready-to-eat, RALSTON Corn Biscuits",100,1.1,0.2,0,767.0,11.0,667.0,0.0,21.833,0.117,1.697,1.52,4167.0,1092.0,0.0,261.0,234.0,0.0,5.0,2.23,18.5,333.0,0.1,0.1,0.0,378.0,0.073,38.37,15.0,0.223,38.0,200.0,2.2,17.13,5.83,0.59,0.157,0.666,0.087,1.563,0.197,0.163,0.0,0.253,1.036,0.053,0.103,0.403,0.933,0.33,0.243,0.03,0.19,0.297,85.79,2.6,9.51,0.0,0.0,0.0,0.0,0.0,9.51,1.05,0.193,0.133,0.347,0.0,0.0,3.74,0.0,0.0,3.59
"Gravy, slow roast, chicken, FRANCO-AMERICAN",100,0.9,,8,407.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,169.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85,0.0,0.0,0.0,8.0,0.0,1.87,0.0,0.0,90.5
"Hazelnuts, beaked (Northern Plains Indians)",100,53.0,,0,2.0,0.0,0.0,0.0,3.19,0.0,0.16,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55,0.0,0.0,0.0,0.0,0.0,441.0,1.2,3.12,235.0,7.6,411.0,738.0,0.0,2.06,14.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.98,9.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.99,0.0,0.0,0.0,0.0,0.0,3.22,0.0,0.0,5.92
"KELLOGG'S, Savory Herb Crackers, SPECIAL K",100,10.0,1.5,0,809.0,0.0,30.0,0.0,3.8,0.0,0.25,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9,80.0,0.0,264.0,253.0,0.0,2.3,10.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.8,9.8,10.6,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.5,2.2,5.1,0.0,0.0,0.0,0.0,0.0,2.5
"Salad dressing, fat-free, italian dressing",100,0.9,0.3,2,1129.0,4.0,12.0,0.0,0.135,0.0,0.053,0.031,77.0,4.0,0.0,40.0,11.0,0.0,0.31,0.0,0.4,0.0,0.76,0.76,1.6,30.0,0.116,0.4,5.0,0.032,109.0,102.0,2.0,0.36,0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.75,0.6,8.85,5.59,0.0,2.82,0.0,0.15,0.29,0.87,0.295,0.235,0.192,2.0,0.0,3.47,0.0,0.0,85.95
"WORTHINGTON Diced Chik, unprepared, canned",100,0.7,,1,344.0,0.0,0.0,0.0,7.3,0.0,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.1,0.0,0.0,0.0,0.0,0.0,55.0,0.0,2.0,0.0,0.0,0.0,216.0,0.0,0.7,14.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7,1.4,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,1.0,0.0,1.9,0.0,0.0,79.0
"Fish, drained solids, canned, pink, salmon",100,5.0,0.9,83,381.0,87.8,4.0,0.0,7.409,0.563,0.202,0.027,65.0,20.0,0.0,0.0,0.0,0.0,4.95,0.105,0.0,580.0,1.28,1.28,0.1,283.0,0.082,0.77,32.0,0.031,379.0,333.0,39.5,0.96,23.1,1.472,1.449,2.899,0.179,3.268,1.421,0.611,0.0,1.074,1.759,1.98,0.649,0.951,0.976,1.019,1.2,0.249,0.835,1.238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.02,0.895,1.211,1.507,83.0,0.0,2.5,0.0,0.0,70.71
"Cereals ready-to-eat, FRUITY PEBBLES, POST",100,4.0,3.6,0,531.0,3.7,370.0,366.0,18.52,0.0,1.57,1.39,2778.0,833.0,0.0,0.0,0.0,0.0,5.56,1.85,22.2,296.0,0.13,0.13,1.3,19.0,0.14,6.67,16.0,0.0,71.0,72.0,10.2,5.56,4.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.1,0.8,34.28,0.0,0.0,0.0,0.0,0.0,0.0,4.02,3.6,0.16,0.12,0.0,0.0,2.5,0.0,0.0,3.0
"Nuts, with salt added, dry roasted, pecans",100,74.0,6.3,0,383.0,0.0,16.0,0.0,1.167,0.703,0.107,0.45,140.0,7.0,0.0,84.0,0.0,0.0,0.0,0.187,0.7,0.0,1.3,1.3,0.0,72.0,1.167,2.8,132.0,3.933,293.0,424.0,4.0,5.07,9.5,0.411,1.22,0.963,0.158,1.895,0.469,0.271,0.0,0.348,0.619,0.297,0.189,0.441,0.376,0.491,0.317,0.096,0.223,0.426,13.55,9.4,4.06,0.04,0.0,0.04,0.0,0.0,4.0,74.27,6.283,43.957,20.572,0.0,0.0,1.56,0.0,0.0,1.12
"Cereals ready-to-eat, KING VITAMAN, QUAKER",100,3.4,1.6,0,825.0,8.3,1334.0,1315.0,16.842,0.56,1.425,1.268,3352.0,968.0,44.0,67.0,0.0,1131.0,5.0,1.672,40.0,0.0,4.55,4.55,0.2,10.0,0.091,29.0,82.0,0.412,250.0,268.0,6.5,12.71,6.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.85,3.4,20.27,0.0,0.0,0.0,0.0,0.0,0.0,3.44,1.584,0.644,1.117,0.0,0.0,2.95,0.0,0.0,3.35
"Turkey, raw, meat only, wing, retail parts",100,2.5,0.5,66,69.0,50.4,7.0,0.0,6.377,0.68,0.127,0.038,17.0,5.0,0.0,0.0,0.0,0.0,0.92,0.705,0.0,7.0,0.11,0.11,0.0,6.0,0.047,0.6,19.0,0.005,147.0,222.0,21.6,2.61,22.48,1.356,1.431,2.122,0.215,3.449,1.05,0.689,0.0,0.806,1.861,2.317,0.627,0.814,1.086,0.952,0.979,0.277,0.772,0.847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.49,0.458,0.478,0.472,66.0,0.0,0.94,0.0,0.0,75.05
"Vitasoy USA Organic Nasoya, Tofu Plus Firm",100,3.4,0.3,0,4.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.43,0.5,0.0,101.0,0.0,0.0,0.0,237.0,0.0,1.3,0.0,0.0,121.0,0.0,0.0,0.0,9.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.71,0.8,0.3,0.0,0.0,0.0,0.0,0.0,0.0,3.4,0.3,1.1,2.1,0.0,0.0,1.2,0.0,0.0,84.5
"Taro leaves, without salt, steamed, cooked",100,0.4,0.1,0,2.0,21.0,48.0,0.0,1.267,0.044,0.38,0.139,4238.0,212.0,0.0,0.0,0.0,0.0,0.0,0.072,35.5,0.0,0.0,0.0,0.0,86.0,0.14,1.18,20.0,0.371,27.0,460.0,0.9,0.21,2.72,0.0,0.12,0.0,0.035,0.0,0.0,0.062,0.0,0.142,0.214,0.134,0.043,0.107,0.0,0.0,0.091,0.026,0.097,0.14,4.02,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41,0.083,0.033,0.168,0.0,0.0,0.7,0.0,0.0,92.15
"Wheat flour, enriched, tortilla mix, white",100,11.0,4.1,0,677.0,11.1,136.0,112.0,5.82,0.394,0.493,0.735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,1.64,1.64,1.1,205.0,0.1,7.05,21.0,0.614,210.0,100.0,0.0,0.64,9.66,0.31,0.39,0.407,0.205,3.253,0.347,0.215,0.0,0.334,0.664,0.213,0.171,0.486,1.12,0.483,0.263,0.119,0.291,0.388,67.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.63,4.1,4.541,1.522,0.0,0.0,2.49,0.0,0.0,10.08
"Ice cream, chocolate covered, bar or stick",100,24.0,13.0,28,68.0,29.7,7.0,0.0,0.175,0.479,0.261,0.062,123.0,19.0,0.0,44.0,0.0,0.0,0.49,0.043,0.0,7.0,0.42,0.42,1.3,119.0,0.076,0.29,28.0,0.078,173.0,305.0,2.4,0.82,4.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.5,0.8,18.3,0.0,0.0,0.0,0.0,0.0,0.0,24.1,13.202,6.387,3.257,28.0,0.0,1.0,3.0,32.0,46.3
"Babyfood, banana juice with low fat yogurt",100,0.8,0.5,3,37.0,11.4,6.0,0.0,0.27,0.0,0.1,0.03,28.0,6.0,3.0,5.0,0.0,16.0,0.43,0.12,33.9,1.0,0.05,0.05,0.4,79.0,0.03,0.2,10.0,0.0,65.0,160.0,1.6,0.14,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.54,0.4,13.28,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.517,0.219,0.022,3.0,0.0,0.66,0.0,0.0,78.5
"Fish, dry heat, cooked, wild, coho, salmon",100,4.3,1.1,55,58.0,72.0,13.0,0.0,7.95,0.81,0.14,0.075,169.0,51.0,0.0,0.0,0.0,0.0,5.0,0.568,1.4,451.0,0.92,0.92,0.1,45.0,0.071,0.61,33.0,0.019,322.0,434.0,38.0,0.56,23.45,1.418,1.403,2.401,0.251,3.501,1.126,0.69,0.0,1.081,1.906,2.154,0.694,0.915,0.829,0.957,1.028,0.263,0.792,1.208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3,1.054,1.581,1.273,55.0,0.0,1.3,0.0,0.0,71.5
"Broadbeans (fava beans), raw, mature seeds",100,1.5,0.3,0,13.0,95.8,423.0,0.0,2.832,0.976,0.333,0.555,53.0,3.0,0.0,32.0,0.0,0.0,0.0,0.366,1.4,0.0,0.05,0.05,9.0,103.0,0.824,6.7,192.0,1.626,421.0,1062.0,8.2,3.14,26.12,1.07,2.411,2.916,0.334,4.437,1.095,0.664,0.0,1.053,1.964,1.671,0.213,1.103,1.099,1.195,0.928,0.247,0.827,1.161,58.29,25.0,5.7,0.0,0.0,0.0,0.0,0.0,0.0,1.53,0.254,0.303,0.627,0.0,0.0,3.08,0.0,0.0,10.98
"KEEBLER, Vienna Fingers with Creme Filling",100,20.0,6.7,0,301.0,0.0,71.0,0.0,2.2,0.0,0.2,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.35,0.0,0.0,54.0,7.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.2,1.5,33.6,0.0,0.0,0.0,0.0,0.0,0.0,20.1,6.7,3.7,9.3,0.0,0.0,0.0,0.0,0.0,2.5
"KEEBLER, Iced Lemonade Cookies, TRADITIONS",100,24.0,8.0,7,262.0,0.0,85.0,0.0,2.8,0.0,0.22,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,9.0,0.0,60.0,60.0,0.0,0.3,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.3,1.0,29.9,0.0,0.0,0.0,0.0,0.0,0.0,24.4,8.0,5.5,9.0,7.0,0.0,0.0,0.0,0.0,3.4
"Chicken, reheated, breaded, frozen, thighs",100,22.0,5.2,87,813.0,0.0,20.0,0.0,4.263,1.15,0.29,0.15,125.0,37.0,0.0,0.0,0.0,0.0,0.54,0.14,0.0,0.0,1.19,1.19,0.0,75.0,0.119,1.26,31.0,0.288,190.0,279.0,25.7,1.39,18.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.23,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.45,5.207,10.123,4.813,87.0,0.0,3.03,0.0,0.0,41.63
"Borage, with salt, drained, boiled, cooked",100,0.8,0.2,0,324.0,0.0,10.0,0.0,0.94,0.045,0.165,0.059,4385.0,219.0,0.0,0.0,0.0,0.0,0.0,0.088,32.5,0.0,0.0,0.0,0.0,102.0,0.143,3.64,57.0,0.385,55.0,491.0,0.9,0.22,2.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.81,0.197,0.245,0.127,0.0,0.0,1.67,0.0,0.0,91.88
"Peanuts, with salt, oil-roasted, all types",100,53.0,8.7,0,320.0,55.3,120.0,0.0,13.825,1.202,0.089,0.085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.461,0.8,0.0,6.94,6.94,0.0,61.0,0.533,1.52,176.0,1.845,397.0,726.0,3.3,3.28,28.03,1.092,3.247,3.272,0.375,5.422,1.621,0.655,0.0,0.978,1.812,0.945,0.291,1.427,1.173,1.285,0.61,0.231,1.006,1.146,15.26,9.4,4.18,0.08,0.0,0.08,0.0,0.0,4.03,52.5,8.655,25.995,15.303,0.0,0.0,2.75,0.0,0.0,1.45
"Nuts, with salt added, oil roasted, pecans",100,75.0,7.2,0,393.0,0.0,15.0,0.0,1.2,0.737,0.11,0.473,104.0,5.0,0.0,62.0,0.0,0.0,0.0,0.187,0.7,0.0,2.53,2.53,0.0,67.0,1.2,2.47,121.0,3.7,263.0,392.0,6.0,4.47,9.2,0.398,1.181,0.933,0.153,1.835,0.454,0.262,0.0,0.337,0.6,0.288,0.183,0.428,0.364,0.476,0.307,0.093,0.216,0.413,13.01,9.5,3.97,0.04,0.0,0.04,0.0,0.0,3.9,75.23,7.238,40.97,23.584,0.0,0.0,1.42,0.0,0.0,1.13
"Fish, dry heat, cooked, Atlantic, wolffish",100,3.1,0.5,59,109.0,0.0,6.0,0.0,2.598,0.658,0.097,0.208,433.0,130.0,0.0,0.0,0.0,0.0,2.35,0.462,0.0,0.0,0.0,0.0,0.0,8.0,0.037,0.12,38.0,0.019,256.0,385.0,46.8,1.0,22.44,1.357,1.343,2.297,0.241,3.349,1.077,0.661,0.0,1.034,1.824,2.061,0.664,0.876,0.793,0.915,0.984,0.251,0.757,1.156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.06,0.468,1.072,1.083,59.0,0.0,1.49,0.0,0.0,74.23
"Fish, dry heat, cooked, greenland, halibut",100,18.0,3.1,59,103.0,0.0,1.0,0.0,1.923,0.288,0.103,0.073,60.0,18.0,0.0,0.0,0.0,0.0,0.96,0.485,0.0,0.0,0.0,0.0,0.0,4.0,0.038,0.85,33.0,0.015,210.0,344.0,46.8,0.51,18.42,1.114,1.102,1.887,0.197,2.75,0.884,0.542,0.0,0.849,1.497,1.692,0.545,0.719,0.651,0.752,0.808,0.206,0.622,0.949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.74,3.102,10.742,1.753,59.0,0.0,1.28,0.0,0.0,61.88
"Beef, raw, 90% lean meat / 10% fat, ground",100,10.0,3.9,65,66.0,66.1,6.0,0.0,5.072,0.601,0.151,0.042,14.0,4.0,0.0,0.0,0.0,0.0,2.21,0.369,0.0,3.0,0.17,0.17,0.8,12.0,0.072,2.24,20.0,0.01,184.0,321.0,16.6,4.79,20.0,1.253,1.302,1.802,0.206,3.0,1.358,0.65,0.272,0.885,1.56,1.658,0.515,0.781,1.02,0.801,0.775,0.102,0.616,0.983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,3.927,4.194,0.345,65.0,0.0,0.98,0.0,0.0,69.45
"Beef, raw, 85% lean meat / 15% fat, ground",100,15.0,5.7,68,66.0,61.2,6.0,0.0,4.649,0.549,0.151,0.042,14.0,4.0,0.0,0.0,0.0,0.0,2.17,0.346,0.0,3.0,0.17,0.17,1.3,15.0,0.067,2.09,18.0,0.01,171.0,295.0,15.8,4.48,18.59,1.165,1.21,1.674,0.191,2.788,1.262,0.604,0.272,0.822,1.45,1.54,0.478,0.725,0.948,0.744,0.72,0.094,0.572,0.914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,5.715,6.469,0.433,68.0,0.0,0.91,0.0,0.0,65.66
"Beans, solids and liquids, canned, shellie",100,0.2,,0,334.0,13.2,18.0,0.0,0.205,0.133,0.054,0.032,228.0,11.0,0.0,137.0,0.0,331.0,0.0,0.049,3.1,0.0,0.03,0.03,8.0,29.0,0.08,0.99,15.0,0.382,30.0,109.0,2.1,0.27,1.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.19,3.4,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.023,0.014,0.11,0.0,0.0,1.17,0.0,0.0,90.69
"Babyfood, strained, chicken noodle, dinner",100,2.1,0.6,16,38.0,10.5,11.0,3.0,0.723,0.198,0.061,0.044,2182.0,110.0,495.0,1060.0,0.0,40.0,0.02,0.064,0.1,3.0,0.21,0.21,1.9,27.0,0.07,0.64,14.0,0.16,46.0,139.0,3.7,0.55,2.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.08,2.1,2.5,0.4,0.0,0.36,0.0,0.08,1.61,2.06,0.595,0.854,0.461,16.0,0.0,0.53,0.0,0.0,85.64
